sku,name,vendor,product_type,price,description,tags,url
JYC-00826,Viltrox DG-M43 AF Macro Extension Tube,Viltrox,Ống nối macro,$34.99,"1. Gắn TUBE vào ống kính trước. Căn chỉnh dấu chấm trên TUBE (dành cho ống kính) với dấu chấm trên ống kính. Sau đó xoay TUBE theo chiều kim đồng hồ cho đến khi dừng lại và nghe tiếng click. Hãy đảm bảo giữ các tiếp điểm điện tử sạch sẽ để đảm bảo kết nối hoạt động tốt. 2. Gắn TUBE đã ghép vào thân máy ảnh theo cách tương tự như khi gắn ống kính vào máy ảnh. 3. Khi sử dụng kết hợp 1 hoặc 2 TUBE, chúng có thể được ghép tự do. 4. Để tháo TUBE và ống kính khỏi máy ảnh, nhấn nút nhả trên máy ảnh và xoay TUBE ngược chiều kim đồng hồ. 5. Để tháo ống kính khỏi TUBE, nhấn nút nhả trên TUBE và xoay ống kính ngược chiều kim đồng hồ. Bộ ống nối macro tự động chất lượng cao này được thiết kế để giúp ống kính lấy nét gần hơn khoảng cách lấy nét tối thiểu mặc định. Việc tiến lại gần hơn có tác dụng phóng đại chủ thể của bạn (khiến nó trông lớn hơn trong khung ngắm và trong ảnh). Chúng đặc biệt hữu ích cho chụp macro, cho phép bạn biến hầu như bất kỳ ống kính nào thành ống kính macro với chi phí chỉ bằng một phần nhỏ, đồng thời vẫn giữ nguyên chất lượng quang học ban đầu. Các ống nối DG không có thấu kính quang học. Chúng được lắp giữa thân máy ảnh và ống kính để tạo khoảng cách lớn hơn giữa ống kính và mặt phẳng phim. Bằng cách đưa ống kính ra xa hơn khỏi phim hoặc cảm biến CCD trong máy ảnh, ống kính sẽ buộc phải lấy nét ở khoảng cách gần hơn bình thường. Chiều dài của ống nối càng lớn thì ống kính càng có thể lấy nét gần hơn. Sản phẩm đi kèm theo bộ (10mm+16mm). Bộ gồm 2 ống có độ dài khác nhau 10mm/16mm, có thể dùng riêng lẻ hoặc kết hợp bất kỳ để tạo các mức phóng đại khác nhau. Thiết kế với các tiếp điểm điện tử, giúp hỗ trợ lấy nét tự động, phơi sáng tự động, v.v. Sản phẩm cho phép bạn sử dụng tất cả các chế độ chụp của máy ảnh, cần bù phơi sáng.","""",https://viltrox.com/products/viltrox-dg-m43-auto-focus-macro-tube-for-micro-4-3-micro-four-thirds-mount-camera-panasonic
JYC-03089,Viltrox RB10 RGB LED Light Kit,viltroxshop,Đèn video LED,$49.50,"Tấm đèn video Viltrox RB10 là một đèn máy ảnh chuyên nghiệp với đầu ra full-color có thể điều chỉnh cho nhiều tình huống quay chụp sáng tạo khác nhau. Các hiệu ứng đặc biệt mang đến nhiều lựa chọn hơn cho video, nhiếp ảnh, quảng cáo, phim ảnh và các sự kiện thể thao. Sản phẩm có thể được sử dụng như một đèn video gắn trên máy sáng mạnh hoặc chuyển sang chức năng RGB, cho phép người dùng chọn nhiều màu sắc khác nhau. Bạn có thể sử dụng nhiều đèn được thiết lập với các màu khác nhau để tạo nên một bố cục màu sắc sáng tạo và độc đáo.","Panel Light Series, RGB Light Series",https://viltrox.com/products/viltrox-rb10-rgb-led-video-light-video-continous-photography-lighting-kit-for-studio-youtube-portrait
B07HBTNJ2P,Viltrox NF-E1 AF Lens Mount Adapter,Viltrox,bộ chuyển ngàm ống kính,$176.00,"Bộ chuyển ngàm ống kính điện tử Viltrox NF-E1 được thiết kế để ống kính ngàm NIKON F có thể tương thích với máy ảnh và máy quay SONY ngàm E. Sản phẩm có thể hỗ trợ lấy nét tự động, điều khiển khẩu độ, chức năng IS và truyền tín hiệu EXIF, mang đến cho bạn một thế giới nhiếp ảnh mới.

Thông số kỹ thuật
Chất liệu: Hợp kim nhôm
Truyền tín hiệu: EXIF
Lấy nét tự động (AF): Hỗ trợ
Điều khiển khẩu độ: Hỗ trợ
Chức năng VR của máy ảnh/ống kính: Hỗ trợ
Ống kính teleconverter: Hỗ trợ
Vít chân máy: vít 1/4 inch (không tháo rời)
Đường kính và chiều dài: 61mm*29mm
Trọng lượng: 92g

Lưu ý: Chức năng lấy nét tự động không khả dụng ở chế độ quay video.

Tiếp điểm mạ vàng
Hỗ trợ lấy nét tự động, truyền thông tin EXIF, điều khiển khẩu độ điện tử
Động cơ dẫn động + bánh răng, điều khiển khẩu độ chính xác

Viltrox NF-E1 có chức năng reset, mỗi lần khởi động sẽ kiểm tra lại vị trí bánh răng. Hãy để bánh răng trở về vị trí ban đầu để đảm bảo khẩu độ chính xác.

Hỗ trợ nâng cấp firmware qua USB
Tích hợp cổng nâng cấp firmware USB, hỗ trợ nâng cấp firmware qua USB, và thông qua các bản nâng cấp tiếp theo, adapter có thể cải thiện chức năng và sửa lỗi.

Chân tripod 1/4 tháo rời
Với chân tripod ren 1/4"" ở phía dưới, có thể gắn lên tripod.

Tính năng bộ chuyển lấy nét tự động VILTROX NF-E1
Chức năng lấy nét tự động: hỗ trợ máy ảnh SONY A9/A7RIII/A7RII/A7III/A7II/A6500/A6300 chỉ ở chế độ ""Phase Detection Focus"".
Truyền tín hiệu EXIF, chức năng điều khiển khẩu độ: hỗ trợ hầu hết máy ảnh SONY ngàm E (không bao gồm máy quay SONY).
Lưu ý: Chức năng này chỉ dành cho ống kính khẩu độ EMD và Pull-rod (chẳng hạn như ống kính loại G, loại E và một phần loại D).
Chức năng VR: hỗ trợ tất cả ống kính VR (ống kính có chức năng VR) và ống kính không VR (ống kính không có chức năng VR nhưng có thể đạt VR thông qua kích hoạt VR của máy ảnh).
Được làm từ hợp kim nhôm bền chắc, với lỗ vít tiêu chuẩn 1/4"" ở phía dưới.
Hỗ trợ nâng cấp firmware qua cổng USB
Khả năng tương thích máy ảnh:
Máy ảnh Sony ngàm E: A9/A7RIII/A7RII/A7III/A7II/A6500/A6300/A6400",NF-E,https://viltrox.com/products/viltrox-nf-e1-auto-focus-af-electronic-lens-mount-adapter-with-aperture-control-exif-transmitting-vr-for-nikon-f-lens-to-sony-e-mount-camera
B082W2Z5F4,Viltrox DG-Z AF Macro Extension Tube Ring,Viltrox Store,Ống nối dài macro,$52.00,"Thiết kế nhẹ Kim loại (Ngàm)/ABS (Thân) Hỗ trợ đo sáng TTL AE, sử dụng riêng lẻ hoặc kết hợp Chiều dài ống: 12mm+24mm",DG-Z,https://viltrox.com/products/viltrox-dg-z-brass-bayonet-auto-focus-af-macro-extension-tube-ring-set-12mm-24mm-for-nikon-z6-z7-z50-z-mount-mirrorless-camera
B07JFTTMF4,Viltrox VL-300T RGB Live Broadcast Ring Light,viltroxshop,Đèn video LED,$45.99,"Viltrox VL-300B/VL-300T đèn vòng LED áp dụng thiết kế tổ ong LED mới nhất, mang lại độ sáng cao và nhiệt độ màu chính xác. Đèn có ánh sáng mềm, ít tỏa nhiệt, thân thiện với môi trường và bền bỉ. Màn hình LCD HD giúp thao tác dễ dàng. Sản phẩm phù hợp cho chụp ảnh chân dung, chụp ảnh trẻ em, chụp macro, chụp ảnh tĩnh vật và các loại chụp ảnh khác.","Bi-color Light Series, Panel Light Series",https://viltrox.com/products/viltrox-vl-300t-bi-color-studio-round-led-ligh-ultrathin-studio-edge-flapjack-light
JYC-03164,Viltrox AF 33mm F1.4 APS-C Lens for Fujifilm X-Mount,Viltrox,ống kính máy ảnh,$239.00,"Viltrox AF 33mm F1.4 là ống kính góc rộng khẩu độ lớn được thiết kế đặc biệt cho máy ảnh Fujifilm X-Mount và cung cấp tiêu cự quy đổi tương đương 50mm. Hỗ trợ lấy nét tự động, nhiều chế độ chụp của máy ảnh, ghi thông tin EXIF và nâng cấp firmware.","AF, APS-C, X-mount",https://viltrox.com/products/viltrox-af-33mm-f14-xf-aps-c-lens
"""",Viltrox MF 20mm T2.0 Full-Frame Cine Lens for Panasonic/Leica L-Mount,Viltrox,Ống kính điện ảnh,$499.00,"Ống kính này gồm 12 thấu kính trong 9 nhóm, bao gồm 1 thấu kính AA (Adavanced Aspheric) và 4 thấu kính ED (Extra-low dispersion), giúp triệt tiêu hiệu quả hiện tượng quang sai màu. Với độ truyền sáng T2.0, ống kính đạt độ phân giải xuất sắc từ trung tâm đến rìa ảnh.","Cine Series, L-mount, Spherical",https://viltrox.com/products/viltrox-s-20mm-t2-0-asph-manual-focus-prime-wide-angle-cinematic-lens-for-panasonic-l-mount-camera
JYC-03170-BR,Viltrox AF 23mm F1.4 APS-C Lens for Fujifilm X-Mount,Viltrox,ống kính máy ảnh,$239.00,"Ống kính Viltrox 23mm F1.4 có động cơ bước STM, khẩu độ F1.4 cho hiệu ứng xóa phông, 11 thấu kính với lớp phủ HD Nano, thân kim loại bền bỉ, trọng lượng 0.57lb, và cổng micro-USB để cập nhật.","AF, APS-C, X-mount",https://viltrox.com/products/viltrox-23mm-f14-xf-mount
JYC-03101,Viltrox AF 85mm F1.8 II Full-Frame Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$329.00,"Tiêu cự 85mm, khẩu độ lớn F1.8, 10 thấu kính trong 7 nhóm, bao gồm 1 thấu kính ED và 4 thấu kính HD, lớp phủ đa lớp Nano, khẩu độ điện tử, lấy nét bên trong, chiều dài không đổi, động cơ lấy nét êm, kết cấu kim loại chính xác","AF, E-mount, FE-mount, Full Frame",https://viltrox.com/products/viltrox-85mm-f18-e-mount-sony-markii
"""",Viltrox JY-43F AF Adapter for FT mount to MFT M4/3 Mount,Viltrox,bộ chuyển đổi ống kính,$53.50,"JY-43F được thiết kế hoàn hảo cho máy ảnh kỹ thuật số ống kính rời 4/3 và tất cả các ống kính kỹ thuật số 4/3. Với các tiếp điểm kim loại, sản phẩm tương thích hoàn hảo với ống kính và máy ảnh. Khi sử dụng với ống kính AF có khả năng chụp tốc độ cao, máy ảnh có thể chụp trực tiếp với chức năng lấy nét tự động mượt mà.",M4/3-M4/3,https://viltrox.com/products/viltrox-jy-43f-autofocus-adapter-for-ft-mount-lens-goes-to-mft-m43-mount-camera
"""",Viltrox NF-M1 AF Nikon F-mount Lens to M4/3,Viltrox,bộ chuyển ngàm ống kính,$189.00,"Ngàm bayonet bằng kim loại bền bỉ và chắc chắn. Tiếp điểm điện tử bằng kim loại mạ vàng. Tự động lấy nét nhanh, mượt và chính xác. Hỗ trợ chống rung VR. Khẩu độ điều chỉnh điện tử. Cổng USB tích hợp để nâng cấp firmware.",NF-M4/3,https://viltrox.com/products/viltrox-nf-m1-nikon-f-mount-lens-to-m43
"""",Viltrox MF 20mm T2.0 Full-Frame Cine Lens for Sony E-Mount,Viltrox,Ống kính điện ảnh,$499.00,"Ống kính gồm 12 thấu kính trong 9 nhóm, bao gồm 1 thấu kính AA (Adavanced Aspheric) và 4 thấu kính ED (Extra-low dispersion), giúp hạn chế hiệu quả hiện tượng quang sai màu. Với độ truyền sáng T2.0, ống kính đạt độ phân giải उत्कृष्ट từ trung tâm đến rìa ảnh.","Cine Series, Spherical",https://viltrox.com/products/viltrox-s-20mm-t2-0-fe-prime-cinematic-mf-wide-lens-for-sony-e-mount-camera
"""",Viltrox DG-FU Automnsion Tube Set,Viltrox,ống chuyển đổi ống kính,$34.99,"Chức năng Sản phẩm này được phát triển đặc biệt cho ống kính Fuji X. Ngoài ra, khi chụp ảnh macro, sản phẩm hỗ trợ lấy nét tự động. Hỗ trợ các tính năng TTL của máy ảnh và chế độ AE. Trong hầu hết các trường hợp, chỉ cần một ống là đủ để đạt được hiệu ứng macro với hiệu quả ảnh tuyệt vời. Tính năng * Có thể dùng riêng lẻ hoặc kết hợp, tạo ra 3 mức phóng đại khác nhau và hoạt động hoàn hảo với chức năng lấy nét tự động của máy ảnh. * Chân tiếp xúc bằng đồng nguyên chất, khớp hoàn hảo. Giao diện kim loại, AF, truyền dẫn tốt hơn * Có thể dùng riêng lẻ hoặc kết hợp, tương thích hoàn hảo với chức năng lấy nét tự động của máy ảnh. Thông số kỹ thuật Loại VILTROX Model DG-NEX Bộ ống nối dài tự động Trọng lượng 110g Kích thước (W×H×D) 85×85×60mm Kích cỡ 10mm,16mm Chất liệu Nhựa cao cấp Máy ảnh tương thích Dòng máy ảnh mirrorless Fujifilm FX X-E1 X-E2 X-Pro1, X-A1 X-M1 Ống kính tương thích Ống kính ngàm Fujifilm X Hạng mục đi kèm Ống nối dài *1， Sách hướng dẫn *1 Hình ảnh (10+16) Một bộ ống nối dài tự động gồm 2 vòng khác nhau, có thể dùng riêng lẻ hoặc kết hợp. Sản phẩm có thể lấy nét tự động và tương thích với các chế độ TTL và AE của máy ảnh. Ngàm sử dụng hợp kim nhôm cường độ cao.",DG-X,https://viltrox.com/products/viltrox-dg-fu-automatic-extension-tube-set-fujifilm-mirrorless-camera
"""",Viltrox DG-GFX 18mm Extension Tube for Fuji GFX Med-format Cameras,Viltrox,Ống nối macro,$108.00,"Ống nối DG GFX 18mm / 45mm dùng cho máy ảnh Fuji và ống kính ngàm GFX. Sản phẩm có các tiếp điểm điện mạ vàng tích hợp, ngàm lưỡi lê được làm bằng kim loại, và bề mặt được mạ nên bền bỉ. Hỗ trợ lấy nét tự động và có thể kết hợp hoàn hảo với chức năng zoom tự động của máy ảnh.",DG-GFX,https://viltrox.com/products/viltrox-dg-gfx-18mm-extension-tube-for-fuji-gfx-mount-med-format-cameras
JYC-03081,Viltrox AF 85mm F1.8 II APS-C Lens for Fujifilm X-Mount,Viltrox,ống kính máy ảnh,$329.00,"Tiêu cự 85mm, khẩu độ lớn F1.8, 10 thấu kính trong 7 nhóm, bao gồm 1 thấu kính ED và 4 thấu kính HD, lớp phủ đa lớp Nano, khẩu độ điện tử, lấy nét bên trong, chiều dài không đổi, động cơ lấy nét êm, kết cấu kim loại chính xác","AF, APS-C, X-mount",https://viltrox.com/products/viltrox-85mm-f1-8-lens-of-lighter-weight-for-fuji-x-mount
JYC-03169,Viltrox WE-10 Dimmable 18'' RGB LED Ring Light,Viltrox Store,Đèn LED video,$139.99,"Weeylite we-10 là đèn vòng LED RGB chuyên nghiệp 18'' 30w có thể điều chỉnh độ sáng, sử dụng các hạt LED CRI cao (trắng + trắng ấm) và các hạt màu RGB chất lượng cao, với mức tiêu thụ năng lượng thấp và nhiệt độ màu ổn định. Ngoài ra, sản phẩm còn có thể điều chỉnh nhiệt độ màu và tỷ lệ độ sáng. Dễ mang theo, phù hợp để quay trong nhiều bối cảnh khác nhau với 17 hiệu ứng ánh sáng, đáp ứng nhu cầu chụp/quay của bạn.","RGB Light Series, Ring Light Series",https://viltrox.com/products/weeylite-we10-rgb-led-ring-light
"""",Viltrox EF-Z2 Speed Booster,Viltrox,ngàm ống kính,$218.00,"Bộ tăng tiêu cự Viltrox EF-Z2 cho phép Nikon Z6, Z7 hoặc Z 50 có thêm nhiều lựa chọn ống kính trong dòng ngàm EF, vẫn giữ nguyên AF gốc của ống kính, hiệu suất chống rung, đồng thời hỗ trợ AF phát hiện khuôn mặt và mắt của Nikon. Sản phẩm còn có hệ số tiêu cự tương đương 0.71x dựa trên tiêu cự gốc và tăng khẩu độ của máy ảnh lên 1 stop. Danh sách tương thích Ống kính zoom CANON Canon EF 17-40mm F4 L Canon EF 16-35mm F2.8 L II USM Canon EF 24-70mm F2.8 L II USM Canon EF 24-105mm F4 L IS USM MACEO Canon EF 28-105mm F3.5-4.5 MACRO Canon EF 20-35mm F3.5-4.5 MACRO Canon EF 70-200mm F4 L IS USM Canon EF 70-200mm F2.8 L IS II USM Canon EF 70-200mm F4 L USM Canon EF 70-300mm F4-5.6 L IS USM MACEO Canon EF 70-300mm F4-5.6 IS II USM Canon EF 70-300mm F4-5.6 IS USM Ống kính prime CANON Canon TS-E 24mm F3.5 L II (MF） Canon EF 24mm F1.4 L II USM Canon EF 35mm 1:1.4 L Canon EF 35mm 1:1.4 L II USM Canon EF 40mm F2.8 STM MACR Canon EF 50mm F2.5 COMPACT-MACRO Canon EF 50mm F1.4 Canon EF 50mm F1.8 STM Canon EF 50mm F1.2 L USM Canon EF 85mm F1.2 L II USM Canon EF 85mm F1.8 Canon EF 100mm F2.8 L IS USM MACRO Canon EF 135mm F2 L USM Canon EF 200mm F2.8 L II Ống kính TAMRON Tamron SP 35mm F/1.4 Di USD F045 Tamron SP 35mm F1.8 Di VC USM F012 .(không hỗ trợ lấy nét liên tục và lấy nét khi quay video) Tamron SP 85mm F/1.8 Di VC USD F016 Tamron SP 90mm F/2.8 Di MACRO 1:1 VC USD F017 Tamron 10-24mmF/3.5-4.5 Di II VC HLD B023 Tamron SP 15-30mm F/2.8 USD Di A012 Tamron AF 17-50mm F2.8 IF A16 XR DiII SP .(không hỗ trợ lấy nét liên tục và lấy nét khi quay video) Tamron SP AF ASPHERICAL Di LD (IF) 17-35mm 1:2.8-4 A05 Tamron AF 28-75mm f/2.8 {IF}MACRO A09 LD XR Di SP .(không hỗ trợ lấy nét liên tục và lấy nét khi quay video) Tamron 35-150mm F2.8-4 DI VS OSD A043 Tamron 70-210mm F/4 Di VC USD HA034 Tamron SP 70-200mm F/2.8 Di VC USD G2 A025 Tamron SP 150-600mm F5-6.3 USD Di A011 Ống kính SIGMA SIGMA A 20mm F1.4 DG 015 SIGMA A 24mm 1:1.4 DG 015 SIGMA A 30mm F1.4 DC 013 SIGMA A 35mm F1.4 DG 012 SIGMA A 50mm F1.4 DG 014 SIGMA A 85mm F1.4",EF-Z,https://viltrox.com/products/viltrox-ef-z2-speed-booster
JYC-03198,Viltrox AF 56mm F1.4 APS-C Lens for Fujifilm X-Mount,Viltrox,ống kính máy ảnh,$239.00,"Viltrox AF 56mm F1.4 là ống kính chân dung tiêu chuẩn APS-C với tiêu cự quy đổi tương đương 85mm dành cho máy ảnh Fujifilm dòng X. Sản phẩm có độ sắc nét tuyệt vời, bokeh đẹp, hỗ trợ Eye AF và nâng cấp qua USB, là lựa chọn tuyệt vời cho chụp chân dung, phong cảnh và kiến trúc.","AF, APS-C, X-mount",https://viltrox.com/products/viltrox-af-56mm-f14-x-mount-lens
JYC-03174,Viltrox RB9 RGBW Portable LED Light,Viltrox Store,Đèn video LED,$99.00,"Đèn fill light chụp ảnh chuyên nghiệp Weeylite RB9 được trang bị nhiều đèn LED CRI cao (trắng thuần + trắng ấm) và đèn LED RGB chất lượng cao. Sản phẩm có mức tiêu thụ năng lượng thấp, nhiệt độ màu ổn định, tiết kiệm điện và tuổi thọ sử dụng dài. Tỷ lệ nhiệt độ màu và độ sáng có thể được điều chỉnh linh hoạt theo từng bối cảnh. Nhiều chế độ khác nhau có thể được sử dụng rộng rãi cho chụp chân dung, chụp macro, ánh sáng phỏng vấn, phát sóng video, quay bằng điện thoại di động, v.v.","Pocket Light Series, RGB Light Series",https://viltrox.com/products/weeylite-rb9-rgbw-compact-led-light
"""",Viltrox AF 33mm F1.4 APS-C Lens for Canon M-Mount,Viltrox,ống kính máy ảnh,$239.00,"Viltrox AF 33mm F1.4 là ống kính góc rộng khẩu độ lớn được thiết kế đặc biệt cho máy ảnh Canon M-Mount và cung cấp tiêu cự tương đương 50mm. Hỗ trợ lấy nét tự động, nhiều chế độ chụp của máy ảnh, ghi thông tin EXIF và nâng cấp firmware.","AF, APS-C, M-mount",https://viltrox.com/products/viltrox-ef-m-mount-33mm-f1-4-autofocus-aps-c-prime-lens
JYC-03204,Viltrox AF 56mm F1.4 APS-C Lens for Canon M-Mount,Viltrox,ống kính máy ảnh,$239.00,"Viltrox AF 56/f1.4 M là ống kính chân dung tiêu cự cố định cho APS-C với tiêu cự tương đương 90mm dành cho máy ảnh Canon EOS M series. Sản phẩm có độ sắc nét tuyệt vời, bokeh đẹp, hỗ trợ Eye AF và nâng cấp qua USB, là lựa chọn rất tốt cho chụp chân dung, phong cảnh và kiến trúc.","AF, APS-C, M-mount",https://viltrox.com/products/viltrox-56mm-f1_4-ef-m-lens-for-canon-eos-m
JYC-03211,Viltrox AF 33mm F1.4 APS-C Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$239.00,"Viltrox AF 33mm F1.4 là ống kính góc rộng khẩu lớn, được thiết kế đặc biệt cho máy ảnh Sony E-Mount và cung cấp tiêu cự tương đương 50mm. Hỗ trợ lấy nét tự động, nhiều chế độ chụp của máy ảnh, ghi thông tin EXIF và nâng cấp firmware.","AF, APS-C, E-mount",https://viltrox.com/products/viltrox-33mm-f1-4-e-mount-autofocus-prime-lens
"""",Viltrox AF 56mm F1.4 APS-C Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$239.00,"Ống kính prime chân dung APS-C AF 56mm F1.4 áp dụng các tiêu chuẩn thiết kế nghiêm ngặt, mang đến đồng thời độ phân giải cao và trải nghiệm bokeh mềm mại. Sự kết hợp hoàn hảo giữa độ sắc nét và bokeh nghệ thuật với ống kính được thiết kế tỉ mỉ này.","AF, APS-C, E-mount",https://viltrox.com/products/viltrox-autofocus-56mm-f1-4-e-mount-prime-lens
"""",Viltrox EF-GFX Pro EF/EFS Lens Adapter to GFX Camera,Viltrox,ngàm chuyển ống kính,$258.00,"Dùng cho ống kính Canon EF/EF-S, chuyển sang máy ảnh Fuji GFX
Tích hợp điều chỉnh khẩu độ thủ công (phiên bản Pro)
Hỗ trợ lấy nét tự động
Thiết kế chống nước và chống bụi",EF-GFX,https://viltrox.com/products/ef-gfx-adapter-for-canon-ef-efs-lens-to-fuji-gfx-cameras
JYC-03209-CK1,Viltrox Ninja 200 Bi-color COB LED Light,Viltrox Store,Đèn video LED,$239.99,"Với công nghệ COB mới được áp dụng, Weeylite Ninja 200 được trang bị hạt đèn COB hai màu có chỉ số hoàn màu cao, hiệu suất phát sáng cao, nhiệt độ màu ổn định, thời lượng pin dự phòng dài, có thể sử dụng trong chụp ảnh, studio, phòng triển lãm, trang điểm và quay ngoài trời, v.v. So với Weeylite Ninja400, sản phẩm thuận tiện và di động hơn nếu bạn thực hiện các dự án quay ngoài trời.","Bi-color Light Series, COB Lights",https://viltrox.com/products/weeylite-ninja-200-portable-bi-color-cob-led-light
"""",Viltrox K21 RGB LED Light Stick,Viltrox Store,Đèn video LED,$69.99,"Đèn lấp đầy RGB K21, một đèn cầm tay nhỏ gọn, sử dụng các hạt đèn có chỉ số hoàn màu cao và các hạt đèn RGB chất lượng cao. Sản phẩm có hiệu ứng chiếu sáng mạnh, nhiệt độ màu chính xác và kích thước nhỏ. Mặt sau dạng đa giác và có nam châm tích hợp. Đây là đèn bổ trợ có thể sử dụng ở nhiều địa điểm để chiếu sáng nhanh, rất phù hợp cho chụp ảnh, quay video, phát trực tiếp, cảnh quan và trang điểm.","Light stick, RGB Light Series",https://viltrox.com/products/weeylite-k21-handheld-2500k-8500k-rgb-led-light-stick
JYC-03258,Viltrox AF 24mm F1.8 Full-Frame Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$379.00,Ống kính Viltrox 24mm F1.8 là ống kính tiêu cự cố định góc rộng có tự động lấy nét dành cho máy ảnh mirrorless full frame. Nó hỗ trợ truyền thông tin EXIF và nâng cấp qua USB.,"AF, Full Frame, Z-mount",https://viltrox.com/products/viltrox-af-24mm-f18-z-mount-full-frame-prime-lens
"""",Viltrox Sprite 40 RGB LED Light Panel,Viltrox Store,Đèn video LED,$139.99,"Sprite 40 là đèn RGB chụp ảnh chuyên nghiệp, sử dụng các hạt đèn chỉ số cao (trắng + vàng ấm) và các hạt đèn màu RGB chất lượng cao. Nhiệt độ màu và độ sáng có thể dễ dàng điều chỉnh. Với các đặc điểm tiêu thụ điện năng thấp, nhiệt độ màu ổn định và dễ mang theo, sản phẩm đáp ứng tốt hơn các nhu cầu chụp của bạn.","Panel Light Series, RGB Light Series",https://viltrox.com/products/weeylite-sprite-40-rgb-led-light-panel-40w-full-color-2500k-8500k-29-scenes-mode-for-gaming-streaming-youtube-broadcast-tik-tok-video-photography
"""",Viltrox S03 4W RGB Colorful Pocket LED Light,Viltrox Store,Đèn video LED,$25.99,"Đèn fill Weeylite S03 là một giải pháp chiếu sáng di động, kích thước bỏ túi. Sản phẩm được trang bị nhiều hạt đèn ánh sáng chất lượng cao (ánh sáng trắng dương + ánh sáng trắng ấm) và hạt đèn RGB chất lượng cao. Đèn có các ưu điểm như tiêu thụ điện năng thấp, nhiệt độ màu ổn định, tiết kiệm năng lượng, tuổi thọ dài và kích thước nhỏ gọn giúp dễ dàng mang theo. Sản phẩm phù hợp cho nhiều bối cảnh khác nhau và rất lý tưởng cho chụp ảnh, quay video, vlog, phát trực tiếp, v.v.","Pocket Light Series, RGB Light Series",https://viltrox.com/products/weeylite-s03-4w-colorful-pocket-rgb-light
"""",Viltrox DG-L Macro Extension Tube Ring,Viltrox,ống chuyển ngàm ống kính,$54.00,"Vòng ống nối macro Viltrox DG-L Micro Extension Tube là một vòng adapter macro dùng cho các mẫu máy ảnh hệ ngàm L của Panasonic/Leica/Sigma. Có ba cách kết hợp, gồm các vòng ống 12mm và 24mm. Lựa chọn lý tưởng cho chụp ảnh macro hoặc chụp chi tiết sản phẩm!",DG-L,https://viltrox.com/products/viltrox-l-mount-macro-extension-tube-ring
"""",Viltrox Ninja 20 COB LED Light,Viltrox Store,Đèn video LED,$299.99,"Dòng Ninja 20 sử dụng hạt đèn LED COB có chỉ số hoàn màu cao, hiệu suất phát sáng cao, nhiệt độ màu chính xác và tuổi thọ dài. Sản phẩm được sử dụng cho chụp ảnh, quay video, studio, phòng triển lãm, trang điểm và các bối cảnh khác có yêu cầu ánh sáng cao.","Bi-color Light Series, COB Lights, Single-color Light Series",https://viltrox.com/products/weeylite-200w-5600k-app-control-professional-cob-sudio-light
JYC-03279,Viltrox AF 13mm F1.4 APS-C Lens for Fujifilm X-Mount,Viltrox,ống kính máy ảnh,$486.00,"Ống kính Viltrox 13mm F1.4 tương thích với các hệ thống APS-C của Fujifilm, Nikon và Sony. Tính năng bao gồm Eye-AF, truyền dữ liệu EXIF và cập nhật firmware qua USB. Hoàn hảo cho vlog, cảnh thành phố ban đêm và hơn thế nữa.","AF, APS-C, X-mount",https://viltrox.com/products/13mm-f14-af-lens-for-fujifilm-x-mount-camera-models
"""",Viltrox S05 Pocket RGB LED Video Light,Viltrox Store,Đèn video LED,$24.99,"Đèn lấp đầy Weeylite S03 là giải pháp chiếu sáng di động, kích thước bỏ túi. Sản phẩm được trang bị nhiều bóng đèn ánh sáng cao (trắng dương + trắng ấm) và bóng đèn RGB chất lượng cao. Đèn có các ưu điểm như tiêu thụ năng lượng thấp, nhiệt độ màu ổn định, tiết kiệm năng lượng, tuổi thọ dài và kích thước nhỏ gọn giúp dễ dàng mang theo. Sản phẩm phù hợp cho nhiều tình huống sử dụng và lý tưởng cho chụp ảnh, quay video, vlog, phát sóng trực tiếp, v.v.","Pocket Light Series, RGB Light Series",https://viltrox.com/products/weeylite-s05-2800-6800k-pocket-rgb-led-video-light-with-360-full-color-oled-display-app-control-26-fx-effects-1
"""",Viltrox WP35 Full Color RGB LED Panel,Viltrox Store,Đèn video LED,$129.00,"WP35 là đèn bổ trợ chụp ảnh chuyên nghiệp với các hạt đèn có chỉ số hoàn màu cao được चयन chọn kỹ lưỡng và RGB được ưu tiên, tiêu thụ điện năng thấp, nhiệt độ màu ổn định, cùng tỷ lệ điều chỉnh được của nhiệt độ màu và độ sáng. Sản phẩm dễ mang theo và phù hợp để chụp trong nhiều bối cảnh khác nhau, đáp ứng đa dạng nhu cầu chụp của bạn.","Bi-color Light Series, Panel Light Series, RGB Light Series",https://viltrox.com/products/weeylite-wp-35-full-color-rgb-led-panel-with-2800k-6800k-bi-color-ra-95-tlci-97-26fx-lighting-effects-app-control
