sku,name,vendor,price,url,description,tags
FNCA1,|Nanlite| PJ-FMM-19 Bộ tạo hiệu ứng Forza 60 và 60B (19°),Nanlite,6690000,https://store.kingcom.com.vn/products/nanlite-pj-fz60-19-bo-tao-hieu-ung-forza-60-va-60b-19,"|Nanlite| PJ-FZ60-19 Bộ tạo hiệu ứng Forza 60 , 60B và Forza 60C (19°) - Dùng cho đèn Nanlite Forza 60/60B/60C... - Hỗ trợ Gobo Holder và 4 lá hiệu ứng - Chùm tia chiếu sáng: 19° - Dùng tạo hiệu ứng cho Background, Sân khấu - Ánh sáng nổi bật lý tưởng - Ngàm khẩu độ tùy chỉnh - Ngàm kim loại phủ Nylon an toàn, chắc chắn - Vỏ hợp kim nhôm - Dễ dàng sử dụng để tập trung ánh sáng - Mang đến nhiều hiệu ứng sáng tạo hơn - Kích thước : 215 * 160 * 235 mm - Trọng lượng : 19° : 640 Gram / 36° : 690 Gram Đầu đèn hiệu ứng là được sản xuất với công nghệ tiên tiến và được test chuẩn trước khi đến tay người dùng. Với giá cả đầu tư hợp lý, chế độ bảo hành nghiêm chỉnh, bạn hoàn toàn yên tâm khi sở hữu cho mình bộ đèn để Setup Combo ánh sáng của dòng Nanlite chuyên dụng cho phòng chụp cũng như quay phim. Đầu đèn tạo hiệu ứng Nanlite Forza PJ-FZ60 là một phụ kiện Studio thiết bị phòng chụp quen thuộc và cần thiết nhất trong mỗi phòng chụp Studio. Với thiết kế đơn giản và dễ sử dụng khi bạn đi chụp ngoại cảnh cũng như trong phòng chụp. Nanlite Forza PJ-FZ60 làm cho màu sắc của ánh sáng đều hơn, làm cho độ bão hòa của ảnh trở nên tinh tế hơn và phạm vi ánh sáng ban đầu rộng hơn nhiều với hiệu ứng ánh sáng đều và nhẹ. Tăng cường ánh sáng cho đầu ra: - Nanlite Forza PJ-FZ60 cho ánh sáng đầu ra mạnh hơn gấp 17 lần so với công suất đèn thông thường, sáng hơn 3 lần khi đèn lắp lên chóa tản sáng và sáng hơn 1,4 lần so với đầu Fresnel. - Sử dụng thấu kính phẳng để loại bỏ quang sai và giảm thiểu sự biến dạng, lớp mạ màng kim loại quang học giúp tăng độ sáng và độ chính xác của nhiệt độ màu. Viền thấu kính bên trong được khắc kỹ lưỡng để giảm sự phân tán ánh sáng khi chiếu ra với chùm tia chính xác. - Các lá hiệu ứng với những hình dạng khác nhau cho bạn thoải mái sáng tạo những phông nền Background đa dạng và linh hoạt. - Nanlite Forza PJ-FZ60 Spotlight cung cấp hiệu ứng ánh sáng khá đặc biệt. Khi kết nối với một đầu đèn Led Studio như là nguồn ánh sáng, tùy thuộc vào việc Setup cài Style của bạn, màu sắc khác nhau và hoa văn trên nền của bạn, tạo ra bầu không khí và hiệu ứng ánh sáng. - Hai ống kính cho Spotlight Mount ngoài việc cho phép tạo ra nguồn sáng gấp 17 lần công suất ban đầu, chúng còn là ống kính có độ phân giải cao, đem đến chùm ánh sáng đồng đều, hạn chế sự suy giảm ánh sáng trên các cạnh, đồng thời duy trì sự thay đổi nhiệt độ màu dưới 200 độ K. Kiểm soát hình dạng ánh sáng: - Giống như các đèn Elip điển hình khác, Spotlight Mount cũng cung cấp khả năng hoán đổi giữa các thấu kính 19º, 36º, cho dù bạn cần vòng tròn chiếu sáng rộng hay cần sự chính xác, bạn hoàn toàn có thể kiểm soát một cách dễ dàng.","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FNCA2,|Nanlite| PJ-FMM-36 Bộ tạo hiệu ứng Forza 60 và 60B (36°),Nanlite,6690000,https://store.kingcom.com.vn/products/nanlite-pj-fz60-19-bo-tao-hieu-ung-forza-60-va-60b-36,"|Nanlite| PJ-FZ60-19 Bộ tạo hiệu ứng Forza 60 và 60B (36°) - Dùng cho đèn Nanlite Forza 60/60B/60C... - Hỗ trợ Gobo Holder và 4 lá hiệu ứng - Chùm tia chiếu sáng: 36° - Dùng tạo hiệu ứng cho Background, Sân khấu - Ánh sáng nổi bật lý tưởng - Ngàm khẩu độ tùy chỉnh - Ngàm kim loại phủ Nylon an toàn, chắc chắn - Vỏ hợp kim nhôm - Dễ dàng sử dụng để tập trung ánh sáng - Mang đến nhiều hiệu ứng sáng tạo hơn - Kích thước : 215 * 160 * 235 mm - Trọng lượng : 19° : 640 Gram / 36° : 690 Gram Nanlite Forza PJ-FZ60 cho ánh sáng đầu ra mạnh hơn gấp 17 lần so với công suất đèn thông thường, sáng hơn 3 lần khi đèn lắp lên chóa tản sáng và sáng hơn 1,4 lần so với đầu Fresnel. Nanlite Forza PJ-FZ60 Spotlight cung cấp hiệu ứng ánh sáng khá đặc biệt. Khi kết nối với một đầu đèn Led Studio như là nguồn ánh sáng, tùy thuộc vào việc Setup cài Style của bạn, màu sắc khác nhau và hoa văn trên nền của bạn, tạo ra bầu không khí và hiệu ứng ánh sáng. - Các lá hiệu ứng với những hình dạng khác nhau cho bạn thoải mái sáng tạo những phông nền Background đa dạng và linh hoạt. - Nhờ thiết kế cánh cửa chớp bên trong, thiết bị này đạt được mức độ kiểm soát ánh sáng cao, tạo ra những đường cắt sắc nét. Nanlite cũng cung cấp 2 tùy chọn ống kính điều chỉnh góc chùm sáng để người dùng lựa chọn. Hai ống kính cho Spotlight Mount ngoài việc cho phép tạo ra nguồn sáng gấp 17 lần công suất ban đầu, chúng còn là ống kính có độ phân giải cao, đem đến chùm ánh sáng đồng đều, hạn chế sự suy giảm ánh sáng trên các cạnh, đồng thời duy trì sự thay đổi nhiệt độ màu dưới 200 độ K. - Spotlight Mount sở hữu công nghệ thấu kính mới giúp giảm thiểu quang sai màu xung quanh rìa của vòng tròn chiếu sáng. So với các thiết bị tương tự, chúng giảm đáng kể viền màu xuống chỉ còn 1mm ở khoảng cách 5m. - Được trang bị các tấm Gobo cỡ B, Gobo Holder và khung gel đi kèm, Nanlite Forza PJ-FZ60 mở rộng khả năng sáng tạo của người dùng, với bất kỳ hình dạng hoặc màu sắc nào mà họ có thể nghĩ ra. Ngàm khẩu độ tùy chọn - Ngàm khẩu độ 18 cánh có thể tháo rời cho phép điều tiết hình dạng và kích thước đầu ra ánh sáng. Spotlight Mount cũng cho phép các nhà làm phim sử dụng đồng thời cả Gobo và ngàm khẩu độ thống qua khe cắm kép","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
,ULANZI MT-54 - Chân Tripod Cao 155cm Dành Cho Điện Thoại Và Máy Ảnh,Ulanzi,789000,https://store.kingcom.com.vn/products/ulanzi-mt-54-chan-tripod-cao-155cm-danh-cho-dien-thoai-va-may-anh,"Với thiết kế được nâng cấp và tích hợp, chân máy MT-54 mở rộng việc sử dụng các thiết bị thông minh khác ngoài điện thoại. - Kẹp điện thoại phù hợp với điện thoại phổ thông có kích thước từ 5.5-8,5mm (2.16''-3.35"") và MT-54 có thể được gắn giữ máy ảnh thông qua ren vít 1/4 - Bằng chất liệu Aluminum alloy, MT-54 cho phép thiết lập nhanh chóng, chân tripod dễ dàng kéo dài từ 36cm đến 155cm (14.17""-61.02"") để đáp ứng các nhu cầu chụp ảnh khác nhau của mình","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FUAKM,ULANZI ST-10 - Ngàm Kẹp Kim Loại Dành Cho Điện Thoại,Ulanzi,399000,https://store.kingcom.com.vn/products/ulanzi-st-10-ngam-kep-kim-loai-danh-cho-dien-thoai,", Xoay 360 độ, Tích Hợp 2 Cold Shoe Mount - Ngàm kẹp điện thoại ST-10 sử dụng thiết kế kim loại toàn thân, ổn định hơn và cho cảm giác cầm tốt hơn. Nó có thể đảm bảo micrô của bạn và các thiết bị khác không di chuyển.","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
NRVC1,SmallRig NP-F970 4086 || Sạc Pin Máy Ảnh,Smallrig,259000,https://store.kingcom.com.vn/products/smallrig-np-f970-4086-sac-pin-may-anh,"Bộ sạc pin máy ảnh SmallRig NP-F970 4086 được làm bằng vật liệu chống cháy ABS+PC chất lượng cao. Bề mặt được làm mờ, chịu nhiệt độ cao, xúc giác và bền. Ngăn chứa pin tích hợp có cùng kích thước với pin máy ảnh ban đầu, vừa khít với ngăn chứa pin máy ảnh và được lắp vào mà không bị kẹt. Bộ sạc áp dụng thiết kế khe đôi, có thể sạc hai pin cùng một lúc. Màn hình LCD hiển thị điện áp sạc, dòng sạc và lượng sạc theo thời gian thực, cho phép người dùng xem điện áp sạc, dòng sạc và lượng sạc một cách trực quan hơn. Bộ sạc được tích hợp dòng sạc USB-A và cổng đầu vào USB-C, có thể được sạc bằng bất kỳ cách nào thông qua bộ sạc, bộ sạc xe hơi và nguồn điện thoại di động. Ghi chú: 1. Để có trải nghiệm sạc tốt nhất, bạn nên sử dụng bộ đổi nguồn có đầu ra cao hơn 5V⎓1A. Không sử dụng hai giao diện đầu vào cùng một lúc. 2. Bộ sản phẩm không bao gồm bộ đổi nguồn USB. 3. Bộ sạc đi kèm với đồng hồ đo giúp hiển thị lượng pin bạn đã sạc (mAh). Nếu pin tạm thời bị ngắt kết nối, đồng hồ sẽ tính toán lại dung lượng đã sạc (mAh). - Tương thích với Pin máy: Sony NP-F550/ NP-F570/ NP-F730/ NP-F750/ NP-F770/ NP-F930/ NP-F950/NP-F960/ NP-970 Thông số kỹ thuật: - Đầu vào bộ sạc Micro USB: 5V⎓2.4A USB-C: 5V⎓2.4A Micro USB: 9V⎓2A USB-C: 9V⎓2A - Đầu ra bộ sạc Đầu vào 5V: 8.4V⎓1000mA (Đơn) - 8.4V⎓700mA (Kép) Đầu vào 9V: 8.4V⎓1500mA (Đơn) - 8.4V⎓1000mA (Kép) - Nhiệt độ môi trường hoạt động 0°C~40°C - Kích thước sản phẩm: Kích thước bộ sạc: 125,2×55×18 mm - Trọng lượng Bộ sạc: 60g - Chất liệu: ABS + PC","Smallrig, Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone"
NRVC6,"SmallRig NP-W235 4085 || Sạc Pin Máy Ảnh Fujifilm GFX 50S II, GFX 100S, X-T4",Smallrig,259000,https://store.kingcom.com.vn/products/smallrig-np-w235-4085-sac-pin-may-anh-fujifilm-gfx-50s-ii-gfx-100s-x-t4,"Bộ sạc pin máy ảnh SmallRig NP-W235 4085 được làm bằng vật liệu chống cháy ABS+PC chất lượng cao. Bề mặt được làm mờ, chịu nhiệt độ cao, xúc giác và bền. Ngăn chứa pin tích hợp có cùng kích thước với pin máy ảnh ban đầu, vừa khít với ngăn chứa pin máy ảnh và được lắp vào mà không bị kẹt. Bộ sạc áp dụng thiết kế khe đôi, có thể sạc hai pin cùng một lúc. Màn hình LCD hiển thị điện áp sạc, dòng sạc và lượng sạc theo thời gian thực, cho phép người dùng xem điện áp sạc, dòng sạc và lượng sạc một cách trực quan hơn. Bộ sạc được tích hợp dòng sạc USB-A và cổng đầu vào USB-C, có thể được sạc bằng bất kỳ cách nào thông qua bộ sạc, bộ sạc xe hơi và nguồn điện thoại di động. Lưu ý: 1. Để có trải nghiệm sạc tốt nhất, bạn nên sử dụng bộ đổi nguồn có đầu ra cao hơn 5V⎓1A. Không sử dụng hai giao diện đầu vào cùng một lúc. 2. Bộ sản phẩm không bao gồm bộ đổi nguồn USB. 3. Bộ sạc đi kèm với đồng hồ đo giúp hiển thị lượng pin bạn đã sạc (mAh). Nếu pin tạm thời bị ngắt kết nối, đồng hồ sẽ tính toán lại dung lượng đã sạc (mAh). Thông số kỹ thuật: - Đầu vào bộ sạc: USB-C: 5V⎓2.1A (Tối thiểu), USB-A: 5V⎓2.1A (Tối thiểu) - Đầu ra bộ sạc: 8.4V⎓1000mA (Đơn) - 8.4V⎓1000mA (Kép) - Nhiệt độ môi trường hoạt động: 0°C~40°C - Kích thước bộ sạc: 90×56×27mm - Trọng lượng Bộ sạc: 65g - Chất liệu: ABS + PC","Smallrig, Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone"
NRV41,SmallRig EN-EL15 4070 || Pin Máy Ảnh Nikon,Smallrig,355000,https://store.kingcom.com.vn/products/smallrig-en-el15-4070-pin-may-anh-nikon,"Pin Máy Ảnh SmallRig EN-EL15 4070 được làm bằng vật liệu chống cháy ABS + PC chất lượng cao, bề mặt được làm mờ, chịu nhiệt độ cao, xúc giác và độ bền cao. Pin có cùng kích thước với pin máy ảnh ban đầu, vừa khít với ngăn chứa pin của máy ảnh và được lắp vào mà không bị kẹt. Nó có thể được sử dụng với bộ sạc pin máy ảnh SmallRig EN-EL15 4083 và pin máy ảnh EN-EL15 có thể hỗ trợ sạc của bộ sạc gốc. Máy ảnh tương thích: Nikon D500/ D600/ D610/ D750/D780/ D800/ D800E/ D810/ D810A/ D850 Nikon D7000/ D7100/ D7200/ D7500 Nikon 1V1/ Z 5/ Z 6/ Z 7/ P520/ P530... Thông số kỹ thuật: Loại pin: Pin Lithium-ion Thông số pin: 2040mAh 7.2V 14.69Wh Sạc pin điện áp giới hạn: 8,4V Nhiệt độ môi trường hoạt động 0°C~40°C Kích thước pin: 55,6 × 39,3 × 20,1 mm Trọng lượng Pin: 77g Chất liệu: ABS + PC","Smallrig, Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone"
NRV13,SmallRig NP-FW50 4068 || Pin Máy Ảnh Sony,Smallrig,276000,https://store.kingcom.com.vn/products/smallrig-np-fw50-4068-pin-may-anh-sony,"A6100，A7RII，A6400，A7SII，A6300，A7，A6000，A7II，A7R，A7S，A6500 - SmallRig NP-FW50 4068 được trang bị chip giải mã full tương thích tuyệt đối với thiết bị và không bị bung lên khi sử dụng. Vỏ được làm bằng vật liệu chống cháy ABS + PC chất lượng cao, bề mặt được làm mờ, chịu nhiệt độ cao, xúc giác và độ bền cao. Pin có cùng kích thước với pin máy ảnh ban đầu vừa khít với ngăn chứa pin máy ảnh và được lắp vào mà không bị kẹt. Nó có thể được sử dụng với bộ sạc pin máy ảnh SmallRig NP-FW50 4068 và pin máy ảnh NP-FW50 có thể hỗ trợ sạc bộ sạc gốc. Thông số kỹ thuật: Thông số pin: 1030mAh 7.4V 7.62Wh Sạc pin điện áp giới hạn: 8,4V Nhiệt độ môi trường hoạt động: 0°C~40°C Kích thước pin: 45,2×31,8×18,5mm Trọng lượng Pin: 45g Chất liệu: ABS + PC","Smallrig, Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone"
NRV12,SmallRig NP-FZ100 4074 || Pin Máy Ảnh Sony,Smallrig,573000,https://store.kingcom.com.vn/products/smallrig-np-fz100-4074-pin-may-anh-sony,"SmallRig NP-FZ100 4074 || Pin Cho Máy Ảnh Sony A7SIII，A7RIII，A7R IV，A9II，A9， A6600，A7C，A7IV，A7III Pin Máy Ảnh SmallRig NP-FZ100 4074 được làm bằng vật liệu chống cháy ABS + PC chất lượng cao, bề mặt được làm mờ, chịu nhiệt độ cao, xúc giác và độ bền cao. Pin có cùng kích thước với pin máy ảnh ban đầu, vừa khít với ngăn chứa pin của máy ảnh và được lắp vào mà không bị kẹt. Nó có thể được sử dụng với bộ sạc pin máy ảnh SmallRig NP-FZ100 4087 và pin máy ảnh NP-FZ100 có thể hỗ trợ sạc cho bộ sạc gốc. Thông số kỹ thuật: Loại pin: Pin Lithium-ion Thông số pin: 2040mAh 7.2V 14.69Wh Sạc pin điện áp giới hạn: 8,4V Nhiệt độ môi trường hoạt động: 0°C~40°C Kích thước pin: 51,8 × 38,8 × 22,6 mm Trọng lượng Pin: 78g Chất liệu: ABS + PC","Smallrig, Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone"
NRV11,SmallRig NP-F970 4073 || Pin Máy Ảnh,Smallrig,693000,https://store.kingcom.com.vn/products/smallrig-np-f970-4073-pin-may-anh,"Pin Máy Ảnh SmallRig NP-F970 4073 được trang bị chip giải mã full tương thích tuyệt đối với thiết bị và không bị bật lên khi sử dụng. Vỏ được làm bằng vật liệu chống cháy ABS + PC chất lượng cao, bề mặt được làm mờ, chịu nhiệt độ cao, xúc giác và độ bền cao. Có thể được sử dụng với bộ sạc pin máy ảnh SmallRig NP-F970 4086 và pin máy ảnh NP-F970 có thể hỗ trợ sạc bộ sạc gốc. Thông số kỹ thuật: Loại pin : Pin Lithium-ion Thông số pin: 7800mAh 7.2V 56.16Wh Sạc pin điện áp giới hạn: 8,4V Nhiệt độ môi trường hoạt động: 0°C~40°C Kích thước Pin : 70,6 × 39,1 × 59,7 mm Trọng lượng Pin: 313g Trọng lượng gói hàng: 355g Chất liệu: ABS + PC","Smallrig, Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone"
GMAS1,MOZA AirCross S,Moza,5990000,https://store.kingcom.com.vn/products/moza-aircross-s,"One For All, All-In-One AirCross S mang đến trải nghiệm chụp ảnh đa dạng đáng kinh ngạc hơn bao giờ hết và sẵn sàng sử dụng với tất cả các thiết bị máy ảnh của bạn! Chuyển đổi ngay lập tức nhiều thiết bị để đáp ứng nhu cầu quay cảnh đa tác vụ của bạn một cách dễ dàng. - Chỉ nặng 700g nhưng tải trọng lên tới 1,8kg, cho phép tương thích với nhiều loại máy ảnh và giúp 3-trong-1 trở nên tốt hơn, mạnh mẽ hơn và đầy đủ tính năng. Thông số kĩ thuật: Tải trọng 1.8kg Trọng lượng 750g Kích thước（mm Khi mở ra 141,5*261,5*171mm Gập Không L Khung: 163mm * 255 * 75mm Giá đỡ chữ L: 163mm*315*75mm Kích thước điện thoại được hỗ trợ 58-88mm Thời gian chạy dài nhất 10h Pin Pin Điện Áp 11.1V Dung lượng pin 1000mAh - Sạc 1h Phạm vi điểm cuối được kiểm soát(°） Pan Axis 360 Trục cuộn 330 Trục nghiêng 330 Bộ sản phẩm gồm:","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FYY04,Yolobox Instream phát trực tuyến theo khung hình dọc,YoloLiv,18300000,https://store.kingcom.com.vn/products/yololiv-instream-phat-truc-tuyen-theo-khung-hinh-doc,"Yololiv Instream Thêm tính năng phát trực tuyến trên nhiều camera vào Instagram, TikTok và các dịch vụ phát trực tiếp khác của bạn với Bộ mã hóa và giám sát phát trực tiếp theo chiều dọc trong dòng YoloBox từ YoloLiv. - Instream có tính năng tích hợp riêng với Instagram và TikTok, đồng thời được thiết kế để cho phép bạn sử dụng máy ảnh bên ngoài khi phát trực tuyến, điều mà thông thường bạn không thể thực hiện khi phát trực tiếp từ ứng dụng Instagram trên điện thoại vì ứng dụng không cho phép. Tuy nhiên, Instream cho phép bạn chọn và chuyển đổi giữa ba camera bên ngoài trong khi sử dụng ứng dụng Instagram. - Phát trực tuyến ở độ phân giải lên tới 1080p60 bằng codec H.264 và ghi vào thẻ SD tùy chọn. Màn hình cảm ứng LCD 7 inch, hai đầu vào HDMI và một đầu vào USB-A và một đầu ra HDMI để xem luồng của bạn trên thiết bị cục bộ. Instream có đầu vào âm thanh cấp đường truyền cũng như micrô đầu vào và giắc cắm tai nghe để theo dõi âm thanh trực tiếp. Điều khiển màn hình cảm ứng - Instream cung cấp cho bạn giao diện màn hình cảm ứng để dễ dàng phát trực tuyến và điều khiển. Nền tảng phát trực tuyến - Bạn chỉ cần đăng nhập vào tài khoản xã hội của mình và phát trực tiếp. Instream hỗ trợ truyền phát RTMP và RTMPS để tương thích với nhiều dịch vụ phát trực tiếp. - Ba cách để kết nối: Wifi, 4GLTE, Ethernet Chỉ sử dụng làm Màn hình & Máy ghi âm - Bạn có thể sử dụng Instream, ngay cả khi bạn không phát trực tiếp. Ghi, chuyển đổi, thêm lớp phủ và chuyển tiếp để nâng cao hiệu quả sản xuất video của bạn. Pin - Pin bên trong 10.000mAh có thể cung cấp năng lượng cho Instream của bạn trong khoảng 3 giờ. - Instream sạc qua kết nối USB-C, chỉ được sử dụng để cấp nguồn.","YoloLiv, Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone"
GZLF7,Đèn Zhiyun Fiveray F100 Combo,Zhiyun,7190000,https://store.kingcom.com.vn/products/zhiyun-den-fiveray-f100-combo,|Zhiyun| Đèn Fiveray F100 Combo đi kèm lưới tổ ong cầm tay,"Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
GZLF6,Đèn Zhiyun Fiveray F100,Zhiyun,5990000,https://store.kingcom.com.vn/products/zhiyun-den-fiveray-f100,Fiveray F100 Cung cấp 6 hiệu ứng ánh sáng sáng tạo và ánh sáng xung quanh khác nhau giúp tạo bầu không khí dễ dàng khi có cảm hứng.,"Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
GZLM3,Đèn LED cầm tay Zhiyun Fiveray M40 Combo - FULL VAT,Zhiyun,2190000,https://store.kingcom.com.vn/products/zhiyun-den-fiveray-m40-cam-tay,"ZHIYUN vượt đã qua ranh giới của cấu trúc công nghệ và cho ra các thiết bị về hiệu suất chiếu sáng, mang đến chiếc đèn 40W cho những người dùng đam mê sáng tạo nhưng ngại các thiết bị cồng kềnh - giúp quy trình làm việc hiệu quả hơn. M40 đáp ứng yêu cầu của bạn về sự đơn giản, thống nhất sự đổi mới và tiện ích trong thân máy nhỏ gọn.","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FUWU2,Micro Thu Âm Không Dây Ulanzi UW-MIC 10T Type-C Chính Hãng,Ulanzi,1490000,https://store.kingcom.com.vn/products/ulanzi-uw-mic-10t-micro-thu-am-khong-day-2-4ghz-danh-cho-android,"Hãng | Kingcom Ulanzi UW-MIC 10T là hệ thống micro không dây 2.4GHz nhỏ gọn, giải pháp thu âm hoàn hảo cho thiết bị Android và iPhone cổng Type-C. Với khả năng lọc tiếng ồn thông minh 3 cấp độ và phạm vi truyền dẫn lên tới 100m, sản phẩm đảm bảo chất lượng âm thanh trong trẻo cho Vlogger, Streamer và Podcaster. Thiết kế kẹp áo tiện lợi giúp bạn tự do sáng tạo nội dung mà không bị giới hạn bởi dây dẫn phức tạp. Phạm vi truyền dẫn 100m ổn định nhờ công nghệ mã hóa bảo mật cao. Lọc tiếng ồn thông minh 3 cấp độ loại bỏ tạp âm môi trường hiệu quả. Tích hợp khe cắm thẻ nhớ TF biến micro thành máy ghi âm dự phòng 8h. Cổng tai nghe 3.5mm trên bộ thu hỗ trợ kiểm âm thời gian thực. Pin sử dụng 8 giờ liên tục , sạc nhanh mọi lúc với hộp sạc 1000mAh. Kết nối Type-C ""Plug and Play"" , sử dụng ngay không cần cài đặt ứng dụng. Thiết kế kẹp áo siêu nhẹ , linh hoạt sử dụng như micro cầm tay. Giải pháp thu âm chuyên nghiệp cho thiết bị di động Micro Ulanzi UW-MIC 10T mang đến sự đột phá trong việc thu âm trên điện thoại. Điểm đáng giá nhất của dòng mic này là khả năng hoạt động như một máy ghi âm độc lập. Bằng cách gắn thêm thẻ nhớ TF, bạn có một bản ghi âm dự phòng ngay trên bộ phát, loại bỏ hoàn toàn nỗi lo mất tiếng do nhiễu sóng hoặc ngắt kết nối không dây. Đây là tính năng ""cứu cánh"" cực kỳ quan trọng cho các buổi phỏng vấn hoặc quay phim sự kiện quan trọng. Thuật toán giảm tiếng ồn 3 cấp độ được tối ưu hóa để trích xuất giọng nói rõ ràng ngay cả trong môi trường ồn ào như đường phố hoặc nơi có gió lớn. Kết hợp với độ trễ cực thấp (≤25ms), âm thanh và hình ảnh của bạn sẽ luôn đồng bộ hoàn hảo. Hộp sạc đi kèm không chỉ bảo vệ thiết bị mà còn cung cấp nguồn năng lượng dồi dào cho cả ngày dài tác nghiệp ngoài trời, giúp quy trình làm việc của các Content Creator trở nên chuyên nghiệp và tinh gọn hơn. Thông số kỹ thuật chi tiết Hạng mục Thông số chi tiết Model Ulanzi UW-MIC 10T Kết nối Không dây 2.4GHz (Cổng Type-C) Khoảng cách truyền 100 m / 328 ft Độ trễ âm thanh ≤ 25 ms Dung lượng pin mic 230 mAh (Sử dụng 8 giờ) Dung lượng hộp sạc 1000 mAh Tỷ lệ tín hiệu/nhiễu 64 dB Trọng lượng 92.8 g Chất liệu Nhựa ABS cao cấp Giải đáp thắc mắc về Ulanzi UW-MIC 10T (Q&A) Q: Ulanzi UW-MIC 10T có dùng được cho iPhone không? A: Sản phẩm sử dụng cổng Type-C, tương thích hoàn hảo với các dòng Android và iPhone 15 series trở lên. Đối với các dòng iPhone cổng Lightning, bạn cần sử dụng phiên bản UW-MIC 20L hoặc ngàm chuyển đổi phù hợp. Q: Làm thế nào để sử dụng chức năng máy ghi âm độc lập? A: Bạn chỉ cần cắm thẻ nhớ TF (Micro SD) vào khe cắm trên bộ phát. Micro sẽ tự động ghi lại âm thanh vào thẻ nhớ, hoạt động như một máy ghi âm chuyên dụng mà không cần kết nối với điện thoại. Q: Khoảng cách thu âm 100m có bị vật cản ảnh hưởng không? A: Khoảng cách 100m được đo trong môi trường lý tưởng không vật cản. Trong môi trường thực tế có nhiều tường hoặc vật cản, phạm vi hoạt động ổn định nhất thường nằm trong khoảng 30-50m. Q: Micro có hỗ trợ kiểm âm trực tiếp không? A: Có, bộ thu được trang bị cổng tai nghe 3.5mm, cho phép bạn cắm tai nghe để nghe trực tiếp âm thanh đang thu, giúp kiểm soát chất lượng giọng nói ngay lập tức. Mua ngay Ulanzi UW-MIC 10T chính hãng tại Kingcom Trải nghiệm chất lượng âm thanh đỉnh cao với Ulanzi UW-MIC 10T . Sản phẩm hiện đang có sẵn tại Kingcom với cam kết chính hãng và hỗ trợ kỹ thuật chuyên sâu cho mọi khách hàng. Nâng cấp ngay bộ công cụ sáng tạo của bạn hôm nay!","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
